State,Bill_Number,Bill_Name,Summary,Source_Link,Bill_Type,Year
Nevada,SB 186 – Generative AI Patient Communication Disclosure,Nan,mandates that any **patient-facing communication generated by ai** (like ai-written medical instructions or messages) by a medical facility or provider must clearly inform the patient that ai was used in its creation.,https://www.leg.state.nv.us/App/NELIS/REL/82nd2023/Bill/10079/Text,SB,2025
Nevada,SB 199,Enacts Provisions Relating To Artificial Intelligence Systems.,"establishes a comprehensive regulatory framework for ai in nevada, requiring ai companies to register with the state’s consumer protection bureau and comply with new oversight and accountability rules. the bill also imposes various restrictions on ai use across sectors: financial and insurance institutions must obtain a customer’s consent before using their data to train ai models; law enforcement agencies are barred from using ai to generate police reports; public schools cannot use ai to write lesson plans; state agencies will monitor ai’s impact on employment; and a working group on ai in education will be created to guide safe ai adoption in schools, with penalties for non-compliance with these provisions.",https://www.leg.state.nv.us/Session/83rd2025/Bills/SB/SB199.pdf,SB,2025
Nevada,SB 199 – AI Systems Regulation (Comprehensive),Nan,"establishes a framework for **registration and regulation of ai companies** by the state’s consumer protection bureau. imposes requirements on certain ai system developers and deployers (especially “high-risk” ai), and requires the state labor department to track employment impacts of ai.",https://www.leg.state.nv.us/App/NELIS/REL/82nd2023/Bill/10110/Text,SB,2025
Nevada,SB 263,Revises Provisions Relating To Pornography Involving Minors.,extends nevada’s child pornography statutes to cover computer-generated child pornography created by artificial intelligence. the bill adds a definition of “computer-generated” pornographic images of minors – including realistic depictions of minors produced or altered by ai – and makes those creations illegal with the same criminal penalties as existing child pornography offenses.,https://www.leg.state.nv.us/Session/83rd2025/Bills/SB/SB263.pdf,SB,2025
New Hampshire,CACR 6,Relating To The Right To Compute. Providing That The Right Of Individuals To Use Computation Resources Shall Not Be Infringed.,"this constitutional amendment would establish an individual's 'right to compute' in new hampshire. it ensures that people have an unrestricted right to use computing resources – including hardware, software, networks, and algorithms – without infringement.",https://gc.nh.gov/bill_status/legacy/bs2016/bill_status.aspx?lsr=819&sy=2025&txtsessionyear=2025&txtbillnumber=CACR6,CACR,2025
New Hampshire,HB 195,Relative To The Expectation Of Privacy In The Collection And Use Of Personal Information.,"this bill regulates the collection, retention, and use of personal data and establishes a cause of action for violations of an individual's expectation of privacy in that data.",https://gc.nh.gov/bill_status/legacy/bs2016/bill_status.aspx?lsr=246&sy=2025&txtsessionyear=2025&txtbillnumber=HB195,HB,2025
New Hampshire,HB 558,Creating A Public County Registry Of The Monthly Rent Charged By Landlords For Each Owned Unit And Prohibiting Landlords From Using Algorithms Or Software To Determine Rental Rates.,"this bill would require each county to maintain a public registry of monthly rents for rental units. it also bans landlords from using algorithms or software to set rental rates, requiring them to attest to compliance.",https://gc.nh.gov/bill_status/legacy/bs2016/bill_status.aspx?lsr=837&sy=2025&txtsessionyear=2025&txtbillnumber=HB558,HB,2025
New Hampshire,HB 630,Preventing The Dissemination Of Deepfake Materials Of Political Candidates Before An Election.,"this bill prohibits the distribution of ai-generated deepfake media of candidates in the period immediately before an election, with certain exceptions to avoid impeding legitimate content. the intent is to curb election misinformation by barring deceptive synthetic media targeting candidates.",https://gc.nh.gov/bill_status/legacy/bs2016/bill_status.aspx?lsr=638&sy=2025&txtsessionyear=2025&txtbillnumber=HB630,HB,2025
New Hampshire,SB 263,"Criminalizing And Creating A Private Right Of Action For The Facilitation, Encouragement, Offer, Solicitation, Or Recommendation Of Certain Acts Or Actions Through A Responsive Generative Communication To A Child.","this bill makes it a crime to use generative ai communications (such as chatbots) to encourage a child to engage in sexual acts, drug use, self-harm, or violence. it also creates a private right of action allowing a minor or their parents to sue the provider of such ai-generated content for damages.",https://gc.nh.gov/bill_status/legacy/bs2016/bill_status.aspx?lsr=1152&sy=2025&txtsessionyear=2025&txtbillnumber=SB263,SB,2025
New Jersey,A5164,"News Media Industry AI Regulations","Regulates the use of artificial intelligence in the news media industry and establishes the 'Artificial Intelligence In Communications Oversight Committee' to oversee its use.",https://pub.njleg.state.nj.us/Bills/2024/A5500/5164_I1.PDF
New Jersey,A5167,"State Based Start Up Businesses","Establishes programs in the New Jersey Economic Development Authority to support New Jersey-based start-ups, small businesses, and medium-sized businesses adopting AI capabilities, and includes an appropriation to fund these initiatives.",https://pub.njleg.state.nj.us/Bills/2024/A5500/5167_I1.PDF
New Jersey,A5168,"AI Initiatives Funding Task Force","Establishes an 11-member task force to research and report on potential sources of public and private funding for AI initiatives and to recommend tax incentives to support businesses impacted by the expanding use of AI.",https://pub.njleg.state.nj.us/Bills/2024/A5500/5168_I1.PDF
New Jersey,S4119,"County Colleges Neurodiverse Students Support","Establishes several programs to support neurodiverse students at county colleges, including an inclusive STEM/AI infrastructure grant program to improve facilities for those students, and appropriates funds for these purposes.",https://pub.njleg.state.nj.us/Bills/2024/S4500/4119_I1.PDF
New Jersey,S4120,"Neurodiverse Individuals Employment Tax Credits","Provides corporation business tax credits and gross income tax credits to companies that hire and retain qualified neurodiverse employees, with larger credits for longer continuous employment; includes AI-related roles as eligible positions.",https://pub.njleg.state.nj.us/Bills/2024/S4500/4120_I1.PDF
New Jersey,S4135,"Higher Education Redevelopment Projects","Expands the New Jersey Aspire program to allow certain redevelopment projects by institutions of higher education. Qualifies research and development projects in specified high-tech industries, including artificial intelligence, for program incentives.",https://pub.njleg.state.nj.us/Bills/2024/S4500/4135_I1.PDF
New Jersey,S4143,"AI Data Centers Energy Usage Plans","Requires proposed AI data centers to submit an energy usage plan to the Board of Public Utilities and mandates that all electricity used by AI data centers be derived from new clean energy sources.",https://pub.njleg.state.nj.us/Bills/2024/S4500/4143_I1.PDF
New Jersey,SR121,"AI Whistleblower Protections","Urges generative AI companies to voluntarily adopt policies ensuring robust whistleblower protections for employees, including refraining from enforcing nondisclosure or nondisparagement agreements that would prevent workers from raising AI-related risk concerns.",https://pub.njleg.gov/Bills/2024/SR/121_I1.PDF
New Mexico,HB 178 – AI in Nursing Practice,Nan,"requires the state nursing board to set **standards for use of ai in nursing**, ensuring any ai clinical tools are used under proper guidelines and do not violate nursing ethics or patient safety.",https://www.nmlegis.gov/Legislation/Legislation?Chamber=H&LegType=B&LegNo=178&year=25,HB,2025
New Mexico,HB 20 – Technology & Innovation Fund/Prizes,Nan,"creates a fund and prize program under a new state division to spur tech innovation. includes **prizes for companies innovating in ai**, advanced computing, cybersecurity, etc., to drive economic development.",https://www.nmlegis.gov/Legislation/Legislation?Chamber=H&LegType=B&LegNo=20&year=25,HB,2025
New Mexico,HB 215 – Ban on AI “Rent Manipulation”,Nan,"amends landlord-tenant law to **prohibit landlords from using ai algorithms to manipulate rental pricing** (e.g., using software that automatically raises rents based on market data).",https://www.nmlegis.gov/Sessions/25%20Regular/bills/house/HB0215.pdf,HB,2025
New Mexico,HB 221,Voice & Visual Likeness Rights Act,enacts protections against unauthorized digital replicas of a person’s voice or image (deepfakes) by creating a private right of action; it forbids certain defenses (like merely posting a disclaimer that content was ai-generated) and provides civil remedies to individuals whose likeness is used without consent,https://www.nmlegis.gov/Legislation/Legislation?Chamber=H&LegType=B&LegNo=221&year=25,HB,2025
New Mexico,HB 221 – Voice and Visual Likeness Rights Act,"Strengthens Individuals’ Rights Over Their **Voice And Image**. Notably, It Disallows A Defendant From Escaping Liability Simply By Having A Disclaimer That A Digital Replica (Deepfake) Was Fake Or Ai-Generated",effectively ensuring that unauthorized ai use of a person’s likeness is actionable regardless of “this is a deepfake” labels.,https://www.nmlegis.gov/Sessions/25%20Regular/bills/house/HB0221.pdf,HB,2025
New Mexico,HB 401 – “Synthetic Content Accountability Act”,Nan,"aimed at ai-generated media, this bill would create rules for **accountability in ai-generated content** (the details were pending in the draft). it likely includes requirements similar to provenance or watermarking of ai outputs.",https://www.nmlegis.gov/Legislation/Legislation?Chamber=H&LegType=B&LegNo=401&year=25,HB,2025
New Mexico,HB 60 – “Artificial Intelligence Act”,Nan,"a broad proposal requiring any entity using ai in ways that impact consumers to **provide notice** of ai use, maintain documentation of their ai systems, assess and disclose risks of algorithmic discrimination, and implement risk management policies. enforced by the attorney general, with a private right of action for injunctive relief.",https://www.nmlegis.gov/Sessions/25%20Regular/bills/house/HB0060.pdf,HB,2025
New Mexico,HM 18 – CPA Licensure and AI Skills,Nan,"a memorial addressing the accountant workforce crisis, which suggests exploring a licensure model incorporating ai and tech skills and a career readiness certificate for **ai and stem competencies** for accounting professionals. (recognizes ai’s role in the future of accounting.)",https://www.nmlegis.gov/Sessions/25%20Regular/memorials/house/HM018.pdf,HB,2025
New Mexico,HM 2,Lesc Artificial Intelligence Work Group,house memorial requesting that the legislative education study committee convene a working group on education data governance and artificial intelligence to study statewide data management and recommend policies addressing the use of ai in new mexico’s education system,https://www.nmlegis.gov/Legislation/Legislation?Chamber=H&LegType=M&LegNo=2&year=25,HB,2025
New Mexico,HM 2 – Legislative AI Work Group,Nan,"a house memorial to have the legislative education study committee convene an **ai working group** to study ai’s impact on education and workforce, and report findings.",https://www.nmlegis.gov/Sessions/25%20Regular/memorials/house/HM002.pdf,HB,2025
New Mexico,SB 142 – Grid Modernization and AI,Nan,"funds a grid modernization roadmap, including projects that use **ai to detect methane leaks** and improve energy efficiency. emphasizes ai in environmental tech development.",https://www.nmlegis.gov/Legislation/Legislation?Chamber=S&LegType=B&LegNo=142&year=25,SB,2025
New York,A 1332,State Office Of Algorithmic Innovation,"creates a new state office of algorithmic innovation within the executive branch to set policies and standards ensuring that algorithms (including ai) are developed and used in a safe, effective, fair, and ethical manner while fostering innovation.",https://www.nysenate.gov/legislation/bills/2025/A1332,AB,2025
New York,A 235,Unauthorized Ai Depictions Of Public Officials,requires the owners or operators of visual or audio generative ai systems to take steps preventing users from creating realistic ai-generated depictions of public officials without authorization.,https://www.nysenate.gov/legislation/bills/2025/A235,AB,2025
New York,A 3265,New York Artificial Intelligence Bill Of Rights,"enacts the 'new york artificial intelligence bill of rights' to provide state residents with specific rights and protections, ensuring that any automated decision system operating without human intervention makes decisions lawfully, fairly, and with meaningful human oversight.",https://www.nysenate.gov/legislation/bills/2025/A3265,AB,2025
New York,A 399,Ban On Weaponized Robots And Drones,"prohibits the manufacture, sale, transfer, or use of any robot or uncrewed aircraft (drone) that is equipped with a weapon within new york state, imposing penalties for violations.",https://www.nysenate.gov/legislation/bills/2025/A399,AB,2025
New York,A 6363,Ban On Facial Recognition In Housing,"prohibits the use of facial recognition systems by landlords on residential premises, aiming to protect tenants' privacy and prevent unwarranted biometric surveillance in rental housing.",https://www.nysenate.gov/legislation/bills/2025/A6363,AB,2025
New York,A 6540,Stop Deepfakes Act,"requires generative artificial intelligence providers to include provenance metadata with any synthetic content produced or modified by their ai systems, to help identify ai-generated media and curb the spread of deepfakes ('stop deepfakes act').",https://www.nysenate.gov/legislation/bills/2025/A6540,AB,2025
New York,A 6578,Artificial Intelligence Training Data Transparency Act,"establishes the 'artificial intelligence training data transparency act' by requiring developers of generative ai models or services to publicly disclose information about the datasets used to train their ai systems, including high-level summaries of those datasets.",https://www.nysenate.gov/legislation/bills/2025/A6578,AB,2025
New York,A 6874,Artificial Intelligence Literacy Act,"establishes the 'artificial intelligence literacy act' which adds an ai literacy initiative to the state's digital equity competitive grant program, promoting education and understanding of ai technology as part of efforts to bridge the digital divide.",https://www.nysenate.gov/legislation/bills/2025/A6874,AB,2025
New York,A 6972,Artificial Intelligence Education Working Group,"creates an artificial intelligence working group within the department of education to develop guidance and a model policy for the safe and effective use of ai in schools, ensuring that ai technology is used to benefit students and educators without replacing or harming them.",https://www.nysenate.gov/legislation/bills/2025/A6972,AB,2025
New York,A 7172,Ai And Facial Recognition In Criminal Investigations,requires the development of state protocols for law enforcement use of ai and facial recognition technology in criminal investigations – including transparency measures and independent audits – and prohibits ai-generated outputs (such as facial recognition matches) from being used or referenced as evidence in any criminal or civil proceeding.,https://www.nysenate.gov/legislation/bills/2025/A7172,AB,2025
New York,A 7180,Ban On Police Use Of Robots,"prohibits any police agency from utilizing robots that are weaponized, capable of causing injury, or used for surveillance, effectively banning the deployment of such robotic devices by law enforcement in new york.",https://www.nysenate.gov/legislation/bills/2025/A7180,AB,2025
New York,A 7278,Ban On Ai Decision-Making In Government Services,"prohibits state agencies and state-owned entities from using large language models or other ai systems to make decisions that affect individuals’ rights, benefits, or services, mandating that such decisions be made by human personnel (with limited exceptions for advisory use and data analysis).",https://www.nysenate.gov/legislation/bills/2025/A7278,AB,2025
New York,A 768,New York Artificial Intelligence Consumer Protection Act,"enacts the 'new york artificial intelligence consumer protection act' to prevent the use of ai algorithms to discriminate against protected classes, requiring documentation, risk assessments, and disclosures to ensure algorithmic fairness.",https://www.nysenate.gov/legislation/bills/2025/A768,AB,2025
New York,AB 1205 – Chief AI Officer,Nan,"establishes a **new york state chief ai officer** position to coordinate ai policy across state agencies, develop governance frameworks, and ensure ethical ai use in state government.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01205&term=2025,AB,2025
New York,AB 1273 – Fair Insurance Algorithms,Nan,prohibits auto insurers from using algorithms that incorporate socio-economic factors leading to discrimination. insurers must show their **ai models for rates do not disproportionately harm protected classes**.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01273&term=2025,AB,2025
New York,AB 1280 – Deepfake Porn Felony,Nan,"makes it a class e felony to publish or distribute a **“fabricated” ai-generated sexual image or video** of someone without consent. precisely defines “fabricated record” to include deepfakes using advanced ai (e.g. gans, stable diffusion).",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01280&term=2025,AB,2025
New York,AB 1332 – State Office of Algorithmic Innovation,Nan,"creates a dedicated **office of algorithmic innovation** to set statewide ai standards ensuring systems are safe, effective, fair, and to promote algorithmic innovation and economic development (a dual mandate of innovation and ethics).",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01332&term=2025,AB,2025
New York,AB 1338 – Admissibility of AI Evidence,Nan,"establishes rules of evidence for **ai-created content** in court, setting procedures to determine authenticity and reliability of evidence that was generated or processed by ai.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01338&term=2025,AB,2025
New York,AB 1342 – “Advanced AI Systems Responsibility”,Nan,"requires operators of certain advanced ai or surveillance ai systems to obtain **“oaths of responsible use”** from users, and those oaths must be filed with the attorney general. (a unique approach to ensure users pledge not to misuse ai systems.)",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01342&term=2025,AB,2025
New York,AB 1415 – Electronic Health Data Privacy (AI clause),Nan,"prohibits companies offering health-related services from using personal health data for training **machine learning models** beyond what the user consented to. in short, no using user data to train ai for other purposes without explicit consent.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01415&term=2025,AB,2025
New York,AB 1417 – Ban on Landlord Rent Algorithms,Nan,forbids landlords from using **algorithmic devices to set rent** amounts. also requires landlords to disclose to tenants if any personal data is collected or used in rent decisions.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01417&term=2025,AB,2025
New York,AB 1447 – Facial Recognition in Policing,Nan,prohibits police from using facial recognition or biometric matches **as the sole basis for establishing probable cause** in arrests. ensures human corroboration is needed beyond an ai face match.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01447&term=2025,AB,2025
New York,AB 1456 – Health Insurer AI Notice,Nan,"requires health insurers to **notify policyholders if ai-based algorithms** are used in any part of their utilization review or claims processing, similar to emerging standards in other states.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01456&term=2025,AB,2025
New York,AB 1509 – AI-Authored Books Disclosure,Nan,"requires book publishers to disclose to consumers if a book (print or digital) was **created wholly or partially using generative ai** (text, images, or narration). this is aimed at transparency in ai-generated media being sold.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01509&term=2025,AB,2025
New York,AB 1952 – AI in Hiring Notification,Nan,requires employers or employment agencies to inform job candidates if **machine learning or ai will be used in hiring decisions** and to do so before such technology is applied.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A01952&term=2025,AB,2025
New York,AB 222 – Chatbot Liability for Misinformation,Nan,would impose liability on ai chatbot operators for **harm caused by false or misleading information** provided by the chatbot that leads to user damages.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A00222&term=2025,AB,2025
New York,AB 2249 – Model Management and AI Models (Enacted),Nan,"updates labor laws on modeling agencies to cover **ai “digital models.”** it regulates when a virtual avatar or ai-generated model can be used in advertising or performances, treating ai models under similar rules as human models and ensuring disclosure and consent. *(this bill was passed into law.)*",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A02249&term=2025,AB,2025
New York,AB 235 – Ban Political Deepfakes of Officials,Nan,requires owners of generative ai image or video systems to prevent users from creating **realistic depictions of public officials** without authorization (to combat deepfake political videos).,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A00235&term=2025,AB,2025
New York,AB 3006 – FY26 Education & Labor Budget (AI workforce),Nan,"part of the budget bill includes the creation of a “new york opportunity scholarship” for high-demand fields, explicitly including **ai** as an eligible field of study, to cultivate ai talent.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A3006&term=2025,AB,2025
New York,AB 3008 – FY26 Econ Development Budget (AI Companions),Nan,"the budget’s economic development section includes new requirements around **“ai companion models,”** suggesting regulations or funding for responsible use of ai chat companions (this was integrated in budget language).",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A3008&term=2025,AB,2025
New York,AB 3125 – Fair Housing and AI Tools,Nan,"would regulate landlords’ use of **automated decision tools in tenant screening or lease decisions**, requiring transparency and fairness if such ai tools are used.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A03125&term=2025,AB,2025
New York,AB 3265 – “New York AI Bill of Rights”,"Enacts A Set Of Rights For New Yorkers Regarding Ai, Such As The Right To **Receive Notice Of Ai Usage**, The Right To Appeal Automated Decisions, And Requirements For Human Oversight",aiming to ensure **meaningful human control** over decisions affecting individuals.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A03265&term=2025,AB,2025
New York,AB 3327 – Political AI Communications Disclosure,Nan,"requires that any political communication (calls, texts, emails) that uses an ai system to simulate human conversation **must inform the recipient** at the start that they are interacting with ai.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A03327&term=2025,AB,2025
New York,AB 3356 – “Advanced AI Licensing Act”,Nan,"proposes a state licensing regime for **“advanced ai systems.”** developers of high-risk ai would have to register and get a license to deploy in ny, follow an ethical code of conduct, and it would ban certain ai applications deemed too dangerous (e.g., social scoring systems).",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A03356&term=2025,AB,2025
New York,AB 3361 – AI/Robotics Study Commission,Nan,"creates a temporary commission to **study ai, robotics, and automation** and recommend regulatory frameworks. the commission will dissolve after issuing its report.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A03361&term=2025,AB,2025
New York,AB 3411 – Generative AI Output Warnings,Nan,"similar to illinois sb 1792, requires **generative ai platforms to display a warning** to users about potential inaccuracies or harmful content in ai outputs.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A03411&term=2025,AB,2025
New York,AB 3437 – Dynamic Pricing Ban in Restaurants,Nan,prohibits restaurants from using **dynamic pricing algorithms** to change menu prices in real time (ensuring menu prices are fixed and transparent to consumers).,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A03437&term=2025,AB,2025
New York,AB 3719 – “Job Displacement Tax”,Nan,imposes a tax on companies for each job **directly replaced by ai or automation**. the tax is calculated based on the displaced worker’s wages and is meant to disincentivize replacing employees with ai without due consideration (funds could support retraining).,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A03719&term=2025,AB,2025
New York,AB 399 – Weaponized Robots Ban,Nan,prohibits manufacture or use of any **robot or drone equipped with a weapon** in the state (many such systems involve ai targeting). addresses ai in lethal autonomous weapons at the state level.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A00399&term=2025,AB,2025
New York,AB 433 / SB 1556 – AEDT Disclosure and AI Inventory,Nan,"requires state agencies to maintain a public **inventory of ai systems** they use, and mandates disclosure when automated decision tools (adt) are used in employment decisions. protects collective bargaining agreements from being overridden by ai deployments.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A00433&term=2025,AB,2025
New York,AB 606 – “Synthetic Performer” Ad Disclosure,Nan,requires advertisements (commercials) to clearly disclose if a **“synthetic performer”** (ai-generated person) is used in place of a real person. imposes civil penalties for failure to label ai-generated actors in ads.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A00606&term=2025,AB,2025
New York,AB 768 – “NY AI Consumer Protection Act”,Nan,a comprehensive act to prevent **algorithmic discrimination**. requires companies to conduct bias audits on high-risk ai systems and allows a defense (rebuttable presumption of care) if they use third-party ai audits approved by the ag. (this mirrors aspects of colorado’s law and other states’ bills.),https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A00768&term=2025,AB,2025
New York,AB 773 – AI in Banking (Opt-Out),Nan,"allows loan applicants to **opt-out of ai analytics** when banks use automated decision tools for lending. if a bank’s underwriting uses ai, the customer can choose manual review instead.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A00773&term=2025,AB,2025
New York,SB 1169,New York Artificial Intelligence Act,"regulates the development and deployment of high-risk ai systems, mandating independent audits and other safeguards to prevent algorithmic discrimination, with enforcement by the attorney general and a private right of action for violations.",https://www.nysenate.gov/legislation/bills/2025/S1169,SB,2025
New York,SB 1962,New York Artificial Intelligence Consumer Protection Act,"enacts the 'new york artificial intelligence consumer protection act' to prohibit algorithmic discrimination by requiring ai system developers to implement documentation, risk management procedures, and transparency measures to protect consumers from biased outcomes.",https://www.nysenate.gov/legislation/bills/2025/S1962,SB,2025
New York,SB 2414,Political Artificial Intelligence Disclaimer Act (Paid Act),"enacts the 'political artificial intelligence disclaimer (paid) act', requiring all political communications that use synthetic media or ai-generated content to include a clear disclosure stating that ai was used to create the content, in order to curb deceptive ai-driven campaign materials.",https://www.nysenate.gov/legislation/bills/2025/S2414,SB,2025
New York,SB 3049,Ban On Police Use Of Robots,"prohibits law enforcement agencies from using robots that are weaponized, capable of causing physical injury, or used for surveillance purposes, effectively banning armed or surveillance robots in policing.",https://www.nysenate.gov/legislation/bills/2025/S3049,SB,2025
New York,SB3133,Ban On Weaponized Robots And Drones,"prohibits the manufacture, modification, sale, equipping, transfer, or operation of any robotic device or uncrewed aircraft that is equipped with a weapon, making it unlawful for anyone in the state to weaponize robots or drones (with certain exceptions for defense testing).",https://www.nysenate.gov/legislation/bills/2025/S3133,SB,2025
New York,SB 3699,Facial Recognition Technology Study Act,"enacts the 'facial recognition technology study act' to establish a task force to examine privacy concerns and potential regulatory approaches for facial recognition technology, and to report findings and recommendations for appropriate oversight.",https://www.nysenate.gov/legislation/bills/2025/S3699,SB,2025
New York,SB 6954,Stop Deepfakes Act,"requires generative artificial intelligence providers to attach source provenance information to synthetic content they create or alter, so that ai-generated media can be distinguished from authentic content (the 'stop deepfakes act').",https://www.nysenate.gov/legislation/bills/2025/S6954,SB,2025
New York,SB 6955,Artificial Intelligence Training Data Transparency Act,"enacts the 'artificial intelligence training data transparency act' to require developers of generative ai models or services to post on their website a summary of the training data used for their ai, including descriptions of the datasets and their sources.",https://www.nysenate.gov/legislation/bills/2025/S6955,SB,2025
North Carolina,HB 375 – “AI/Ban Deceptive Ads Act”,Nan,"regulates the use of **ai-generated content in political advertisements**. requires any campaign ad containing ai-altered video, images, or audio of a candidate to include a clear disclaimer. also contains provisions to protect the public and minors from harmful ai “synthetic media,” making it unlawful to create or distribute certain deceptive deepfakes (with exceptions for satire).",https://www.ncleg.gov/Sessions/2025/Bills/House/PDF/H375v0.pdf,HB,2025
North Dakota,HB 1064,State Authorization Reciprocity Agreements (Sara) Membership; Postsecondary Education Institution Standards,"updates requirements for out-of-state postsecondary institutions offering distance education in north dakota, mandating membership in the national sara agreement and compliance with its standards. ensures that colleges (including those using ai tools) meet accreditation, financial, and disclosure criteria to protect students and maintain quality.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1064.html,HB,2025
North Dakota,HB 1064 – Higher Ed Accreditation (AI Clause),Nan,"updates postsecondary accreditation rules to ensure institutions under interstate agreements meet standards, including if they use **ai in instruction**. (acknowledges ai in online education quality reviews.)",https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-0374-01000.pdf,HB,2025
North Dakota,HB 1167,Artificial Intelligence Disclosure Statements,"requires a clear disclosure on any political advertisement or communication that is generated in whole or part by artificial intelligence, stating that the content was ai-generated. aims to ensure transparency in political campaigns by informing voters when ai has been used to create campaign content, with violations treated as a misdemeanor.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1167.html,HB,2025
North Dakota,HB 1167 – AI Disclosure Statements,Nan,relates to **ai disclosure in state documents or services** (summary description suggests requiring ai-generated content to be labeled as such in government communications).,https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-0651-01000.pdf,HB,2025
North Dakota,HB 1265,State Information Technology Research Center; Advanced Technology Review Committee; Compute Credits Grant Program; Advanced Technology Grant Fund,"establishes a virtual state information technology research center and an advanced technology review committee to foster innovation in areas like artificial intelligence, machine learning, quantum computing, and cybersecurity. creates a compute credits grant program and an advanced technology grant fund to support tech startups and research partnerships, with the goal of attracting high-tech development and jobs to north dakota.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1265.html,HB,2025
North Dakota,HB 1265 – Tech Research Center & Grants,Nan,"establishes an **information technology research center** and advanced technology grant program (covering ai, robotics, etc.) along with a legislative committee to oversee emerging tech projects and funding.",https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-0885-02000.pdf,HB,2025
North Dakota,HB 1320,Prohibiting Deepfake Videos And Images; To Provide A Penalty,"criminalizes the creation, possession, or distribution of “deepfake” videos and images (ai-generated or digitally altered media depicting events that never happened) without the consent of the person depicted. aims to prevent harm and misinformation from ai-manipulated content by making violations a class a misdemeanor.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1320.html,HB,2025
North Dakota,HB 1320 – Ban Deepfakes (“Deep Fake Prohibition Act”),Nan,"**(failed)** sought to criminalize creating or distributing ai-generated **“deepfake” videos or images** of real people without consent, if used to harm or defraud. would have set penalties for deepfake pornography and certain political deepfakes.",https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-0808-01000.pdf,HB,2025
North Dakota,HB 1386,Prohibition On Possessing Certain Computer-Generated Images; To Provide A Penalty,"expands child pornography laws to include computer-generated or ai-created explicit images of minors. makes knowing possession of such artificial images depicting child sexual abuse a class c felony, closing a loophole and strengthening protections for children in the digital age.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1386.html,HB,2025
North Dakota,HB 1386 – Ban AI Child Sexual Images,Nan,"makes it illegal to possess or distribute any **computer-generated child sexual abuse imagery**, treating ai-created child pornography the same as real images for criminal purposes.",https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-0992-01000.pdf,HB,2025
North Dakota,HB 1410,Legislative Management Study On State Laws Relating To Criminal Conduct Against Children,"directs an interim legislative management study to review and update state laws on crimes against children, including child sexual abuse material and exploitation. the study will examine how emerging technologies (like ai-generated content involving minors) are addressed under current law and recommend changes to better protect children, with findings reported to the next legislature.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1410.html,HB,2025
North Dakota,HB 1410 – Study of AI in Crimes Against Children,Nan,"directs the legislative management to **study the state’s laws on child sexual exploitation** and how ai is being used to produce child sexual abuse material, to determine if laws need strengthening (e.g. consider grooming via ai, deepfakes with minors, etc.).",https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-1028-01000.pdf,HB,2025
